"ZIP_CODE","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality"
"71220","LA","Zip Code Area","4","4","Suburban"
"71221","LA","Post Office or large volume customer","4","4","Suburban"
"71222","LA","Zip Code Area","2","2","Suburban"
"71223","LA","Zip Code Area","5","5","Rural"
"71225","LA","Zip Code Area","2","2","Suburban"
"71226","LA","Zip Code Area","2","2","Suburban"
"71227","LA","Zip Code Area","5","5","Rural"
"71229","LA","Zip Code Area","5","5.1","Rural"
"71230","LA","Post Office or large volume customer","9","9","Rural"
"71232","LA","Zip Code Area","7","7","Rural"
"71233","LA","Post Office or large volume customer","7","7.2","Rural"
"71234","LA","Zip Code Area","2","2","Suburban"
"71235","LA","Zip Code Area","5","5","Rural"
"71237","LA","Zip Code Area","10","10","Rural"
"71238","LA","Zip Code Area","2","2","Suburban"
"71240","LA","Post Office or large volume customer","1","1","Urban"
"71241","LA","Zip Code Area","2","2","Suburban"
"71242","LA","Post Office or large volume customer","10","10","Rural"
"71243","LA","Zip Code Area","8","8","Rural"
"71245","LA","Zip Code Area","4","4","Suburban"
"71247","LA","Post Office or large volume customer","8","8","Rural"
"71249","LA","Post Office or large volume customer","8","8","Rural"
"71250","LA","Zip Code Area","5","5","Rural"
"71251","LA","Zip Code Area","7","7","Rural"
"71253","LA","Post Office or large volume customer","10","10","Rural"
"71254","LA","Zip Code Area","7","7","Rural"
"71256","LA","Zip Code Area","6","6","Rural"
"71259","LA","Zip Code Area","2","2","Suburban"
"71260","LA","Zip Code Area","2","2","Suburban"
"71261","LA","Zip Code Area","10","10","Rural"
"71263","LA","Zip Code Area","10","10","Rural"
"71264","LA","Zip Code Area","10","10","Rural"
"71266","LA","Zip Code Area","10","10","Rural"
"71268","LA","Zip Code Area","8","8","Rural"
"71269","LA","Zip Code Area","2","2","Suburban"
"71270","LA","Zip Code Area","4","4","Suburban"
"71272","LA","Post Office or large volume customer","4","4","Suburban"
"71273","LA","Post Office or large volume customer","4","4","Suburban"
"71275","LA","Zip Code Area","5","5","Rural"
"71276","LA","Zip Code Area","10","10","Rural"
"71277","LA","Zip Code Area","6","6","Rural"
"71279","LA","Post Office or large volume customer","2","2","Suburban"
"71280","LA","Zip Code Area","2","2","Suburban"
"71281","LA","Post Office or large volume customer","1","1","Urban"
"71282","LA","Zip Code Area","7","7.2","Rural"
"71284","LA","Post Office or large volume customer","7","7.2","Rural"
"71286","LA","Zip Code Area","10","10","Rural"
"71291","LA","Zip Code Area","1","1","Urban"
"71292","LA","Zip Code Area","1","1","Urban"
"71294","LA","Post Office or large volume customer","1","1","Urban"
"71295","LA","Zip Code Area","8","8","Rural"
"71301","LA","Zip Code Area","1","1","Urban"
"71302","LA","Zip Code Area","1","1","Urban"
"71303","LA","Zip Code Area","1","1","Urban"
"71306","LA","Post Office or large volume customer","1","1","Urban"
"71307","LA","Post Office or large volume customer","1","1","Urban"
"71309","LA","Post Office or large volume customer","1","1","Urban"
"71315","LA","Post Office or large volume customer","1","1","Urban"
"71316","LA","Zip Code Area","7","7","Rural"
"71320","LA","Post Office or large volume customer","8","8","Rural"
"71322","LA","Zip Code Area","7","7","Rural"
"71323","LA","Zip Code Area","2","2","Suburban"
"71324","LA","Post Office or large volume customer","8","8","Rural"
"71325","LA","Zip Code Area","2","2","Suburban"
"71326","LA","Zip Code Area","5","5","Rural"
"71327","LA","Zip Code Area","9","9","Rural"
"71328","LA","Zip Code Area","2","2","Suburban"
"71329","LA","Post Office or large volume customer","9","9","Rural"
"71330","LA","Post Office or large volume customer","2","2","Suburban"
"71331","LA","Zip Code Area","2","2","Suburban"
"71333","LA","Zip Code Area","9","9","Rural"
"71334","LA","Zip Code Area","7","7","Rural"
"71336","LA","Zip Code Area","8","8","Rural"
"71339","LA","Post Office or large volume customer","10","10","Rural"
"71340","LA","Zip Code Area","10","10","Rural"
"71341","LA","Zip Code Area","8","8","Rural"
"71342","LA","Zip Code Area","2","2","Suburban"
"71343","LA","Zip Code Area","10","10","Rural"
"71345","LA","Post Office or large volume customer","5","5","Rural"
"71346","LA","Zip Code Area","2","2","Suburban"
"71348","LA","Post Office or large volume customer","2","2","Suburban"
"71350","LA","Zip Code Area","8","8","Rural"
"71351","LA","Zip Code Area","7","7","Rural"
"71353","LA","Zip Code Area","3","3","Rural"
"71354","LA","Zip Code Area","7","7","Rural"
"71355","LA","Zip Code Area","9","9","Rural"
"71356","LA","Zip Code Area","3","3","Rural"
"71357","LA","Zip Code Area","10","10","Rural"
"71358","LA","Zip Code Area","5","5","Rural"
"71359","LA","Post Office or large volume customer","1","1","Urban"
"71360","LA","Zip Code Area","1","1","Urban"
"71361","LA","Post Office or large volume customer","1","1","Urban"
"71362","LA","Zip Code Area","9","9","Rural"
"71363","LA","Post Office or large volume customer","10","10","Rural"
"71365","LA","Post Office or large volume customer","2","2","Suburban"
"71366","LA","Zip Code Area","6","6","Rural"
"71367","LA","Zip Code Area","10","10","Rural"
"71368","LA","Zip Code Area","10","10","Rural"
"71369","LA","Zip Code Area","10","10","Rural"
"71371","LA","Zip Code Area","2","2","Suburban"
"71373","LA","Zip Code Area","4","4","Suburban"
"71375","LA","Zip Code Area","6","6","Rural"
"71377","LA","Post Office or large volume customer","7","7","Rural"
"71378","LA","Zip Code Area","10","10","Rural"
"71401","LA","Zip Code Area","10","10","Rural"
"71403","LA","Zip Code Area","8","8","Rural"
"71404","LA","Zip Code Area","8","8","Rural"
"71405","LA","Zip Code Area","1","1","Urban"
"71406","LA","Zip Code Area","8","8","Rural"
"71407","LA","Zip Code Area","2","2","Suburban"
"71409","LA","Zip Code Area","2","2","Suburban"
"71410","LA","Post Office or large volume customer","8","8","Rural"
"71411","LA","Zip Code Area","5","5","Rural"
"71414","LA","Post Office or large volume customer","6","6","Rural"
"71415","LA","Post Office or large volume customer","2","2","Suburban"
"71416","LA","Zip Code Area","5","5","Rural"
"71417","LA","Zip Code Area","2","2","Suburban"
"71418","LA","Zip Code Area","2","2","Suburban"
"71419","LA","Zip Code Area","9","9","Rural"
"71422","LA","Zip Code Area","8","8","Rural"
"71423","LA","Zip Code Area","2","2","Suburban"
"71424","LA","Zip Code Area","2","2","Suburban"
"71425","LA","Zip Code Area","10","10","Rural"
"71426","LA","Zip Code Area","10","10","Rural"
"71427","LA","Zip Code Area","2","2","Suburban"
"71428","LA","Post Office or large volume customer","5","5","Rural"
"71429","LA","Zip Code Area","10","10","Rural"
"71430","LA","Zip Code Area","10","10.1","Rural"
"71431","LA","Post Office or large volume customer","2","2","Suburban"
"71432","LA","Zip Code Area","2","2","Suburban"
"71433","LA","Zip Code Area","10","10.1","Rural"
"71434","LA","Post Office or large volume customer","5","5","Rural"
"71435","LA","Zip Code Area","2","2","Suburban"
"71438","LA","Zip Code Area","2","2","Suburban"
"71439","LA","Zip Code Area","8","8","Rural"
"71440","LA","Post Office or large volume customer","8","8","Rural"
"71441","LA","Zip Code Area","2","2","Suburban"
"71443","LA","Post Office or large volume customer","7","7","Rural"
"71446","LA","Zip Code Area","7","7","Rural"
"71447","LA","Zip Code Area","2","2","Suburban"
"71448","LA","Post Office or large volume customer","10","10.1","Rural"
"71449","LA","Zip Code Area","8","8","Rural"
"71450","LA","Zip Code Area","5","5","Rural"
"71452","LA","Zip Code Area","5","5","Rural"
"71454","LA","Zip Code Area","2","2","Suburban"
"71455","LA","Zip Code Area","2","2","Suburban"
"71456","LA","Zip Code Area","5","5","Rural"
"71457","LA","Zip Code Area","4","4","Suburban"
"71458","LA","Post Office or large volume customer","4","4","Suburban"
"71459","LA","Zip Code Area","8","8.2","Rural"
"71460","LA","Post Office or large volume customer","10","10","Rural"
"71461","LA","Zip Code Area","7","7","Rural"
"71462","LA","Zip Code Area","9","9","Rural"
"71463","LA","Zip Code Area","7","7","Rural"
"71465","LA","Zip Code Area","3","3","Rural"
"71466","LA","Zip Code Area","2","2","Suburban"
"71467","LA","Zip Code Area","1","1","Urban"
"71468","LA","Zip Code Area","5","5","Rural"
"71469","LA","Zip Code Area","5","5","Rural"
"71471","LA","Post Office or large volume customer","8","8","Rural"
"71472","LA","Zip Code Area","2","2","Suburban"
"71473","LA","Zip Code Area","8","8","Rural"
"71474","LA","Post Office or large volume customer","8","8","Rural"
"71475","LA","Post Office or large volume customer","8","8","Rural"
"71477","LA","Post Office or large volume customer","1","1","Urban"
"71479","LA","Zip Code Area","3","3","Rural"
"71480","LA","Post Office or large volume customer","3","3","Rural"
"71483","LA","Zip Code Area","7","7","Rural"
"71485","LA","Zip Code Area","2","2","Suburban"
"71486","LA","Zip Code Area","9","9","Rural"
"71496","LA","Post Office or large volume customer","7","7","Rural"
"71497","LA","Post Office or large volume customer","4","4","Suburban"
"71601","AR","Zip Code Area","1","1","Urban"
"71602","AR","Zip Code Area","1","1","Urban"
"71603","AR","Zip Code Area","1","1","Urban"
"71611","AR","Post Office or large volume customer","1","1","Urban"
"71612","AR","Post Office or large volume customer","1","1","Urban"
"71613","AR","Post Office or large volume customer","1","1","Urban"
"71630","AR","Zip Code Area","10","10","Rural"
"71631","AR","Zip Code Area","8","8","Rural"
"71635","AR","Zip Code Area","7","7","Rural"
"71638","AR","Zip Code Area","7","7","Rural"
"71639","AR","Zip Code Area","7","7","Rural"
"71640","AR","Zip Code Area","10","10","Rural"
"71642","AR","Zip Code Area","8","8","Rural"
"71643","AR","Zip Code Area","2","2","Suburban"
"71644","AR","Zip Code Area","2","2","Suburban"
"71646","AR","Zip Code Area","7","7","Rural"
"71647","AR","Zip Code Area","8","8","Rural"
"71651","AR","Zip Code Area","8","8","Rural"
"71652","AR","Zip Code Area","2","2","Suburban"
"71653","AR","Zip Code Area","7","7","Rural"
"71654","AR","Zip Code Area","7","7","Rural"
"71655","AR","Zip Code Area","7","7","Rural"
"71656","AR","Zip Code Area","7","7","Rural"
"71657","AR","Post Office or large volume customer","7","7","Rural"
"71658","AR","Zip Code Area","8","8","Rural"
"71659","AR","Post Office or large volume customer","2","2","Suburban"
"71660","AR","Zip Code Area","2","2","Suburban"
"71661","AR","Zip Code Area","8","8","Rural"
"71662","AR","Zip Code Area","7","7","Rural"
"71663","AR","Zip Code Area","8","8","Rural"
"71665","AR","Zip Code Area","2","2","Suburban"
"71666","AR","Zip Code Area","10","10","Rural"
"71667","AR","Zip Code Area","2","2","Suburban"
"71670","AR","Zip Code Area","7","7","Rural"
"71671","AR","Zip Code Area","7","7","Rural"
"71674","AR","Zip Code Area","10","10","Rural"
"71675","AR","Zip Code Area","8","8","Rural"
"71676","AR","Zip Code Area","8","8","Rural"
"71677","AR","Zip Code Area","9","9","Rural"
"71678","AR","Zip Code Area","2","2","Suburban"
"71701","AR","Zip Code Area","4","4","Suburban"
"71711","AR","Post Office or large volume customer","4","4","Suburban"
"71720","AR","Zip Code Area","5","5","Rural"
"71721","AR","Post Office or large volume customer","10","10.2","Rural"
"71722","AR","Zip Code Area","9","9","Rural"
"71724","AR","Post Office or large volume customer","5","5","Rural"
"71725","AR","Zip Code Area","8","8","Rural"
"71726","AR","Zip Code Area","5","5","Rural"
"71728","AR","Post Office or large volume customer","10","10.2","Rural"
"71730","AR","Zip Code Area","4","4","Suburban"
"71731","AR","Post Office or large volume customer","4","4","Suburban"
"71740","AR","Zip Code Area","5","5","Rural"
"71742","AR","Zip Code Area","7","7","Rural"
"71743","AR","Zip Code Area","10","10.2","Rural"
"71744","AR","Zip Code Area","10","10","Rural"
"71745","AR","Zip Code Area","10","10","Rural"
"71747","AR","Zip Code Area","5","5","Rural"
"71748","AR","Zip Code Area","8","8","Rural"
"71749","AR","Zip Code Area","5","5","Rural"
"71750","AR","Post Office or large volume customer","5","5","Rural"
"71751","AR","Zip Code Area","5","5","Rural"
"71752","AR","Zip Code Area","5","5","Rural"
"71753","AR","Zip Code Area","4","4","Suburban"
"71754","AR","Post Office or large volume customer","4","4","Suburban"
"71758","AR","Zip Code Area","5","5","Rural"
"71759","AR","Post Office or large volume customer","5","5","Rural"
"71762","AR","Zip Code Area","5","5","Rural"
"71763","AR","Zip Code Area","5","5","Rural"
"71764","AR","Zip Code Area","5","5","Rural"
"71765","AR","Zip Code Area","5","5","Rural"
"71766","AR","Zip Code Area","6","6","Rural"
"71770","AR","Zip Code Area","5","5","Rural"
"71772","AR","Post Office or large volume customer","10","10.2","Rural"
"71801","AR","Zip Code Area","7","7","Rural"
"71802","AR","Post Office or large volume customer","7","7","Rural"
"71820","AR","Zip Code Area","3","3","Rural"
"71822","AR","Zip Code Area","7","7.1","Rural"
"71823","AR","Post Office or large volume customer","10","10","Rural"
"71825","AR","Zip Code Area","8","8","Rural"
"71826","AR","Zip Code Area","9","9","Rural"
"71827","AR","Zip Code Area","3","3","Rural"
"71828","AR","Zip Code Area","9","9","Rural"
"71831","AR","Zip Code Area","8","8","Rural"
"71832","AR","Zip Code Area","7","7","Rural"
"71833","AR","Zip Code Area","10","10","Rural"
"71834","AR","Zip Code Area","2","2","Suburban"
"71835","AR","Zip Code Area","9","9","Rural"
"71836","AR","Zip Code Area","9","9","Rural"
"71837","AR","Zip Code Area","2","2","Suburban"
"71838","AR","Zip Code Area","8","8","Rural"
"71839","AR","Zip Code Area","2","2","Suburban"
"71840","AR","Post Office or large volume customer","2","2","Suburban"
"71841","AR","Zip Code Area","8","8","Rural"
"71842","AR","Zip Code Area","8","8","Rural"
"71845","AR","Zip Code Area","3","3","Rural"
"71846","AR","Zip Code Area","10","10","Rural"
"71847","AR","Zip Code Area","8","8","Rural"
"71851","AR","Zip Code Area","8","8","Rural"
"71852","AR","Zip Code Area","7","7","Rural"
"71853","AR","Zip Code Area","7","7.1","Rural"
"71854","AR","Zip Code Area","1","1","Urban"
"71855","AR","Zip Code Area","8","8","Rural"
"71857","AR","Zip Code Area","7","7","Rural"
"71858","AR","Zip Code Area","8","8","Rural"
"71859","AR","Zip Code Area","8","8","Rural"
"71860","AR","Zip Code Area","3","3","Rural"
"71861","AR","Zip Code Area","5","5","Rural"
"71862","AR","Zip Code Area","8","8","Rural"
"71864","AR","Zip Code Area","8","8","Rural"
"71865","AR","Zip Code Area","3","3","Rural"
"71866","AR","Zip Code Area","3","3","Rural"
"71901","AR","Zip Code Area","1","1","Urban"
"71902","AR","Post Office or large volume customer","1","1","Urban"
"71903","AR","Post Office or large volume customer","1","1","Urban"
"71909","AR","Zip Code Area","7","7","Rural"
"71910","AR","Post Office or large volume customer","7","7","Rural"
"71913","AR","Zip Code Area","1","1","Urban"
"71914","AR","Post Office or large volume customer","1","1","Urban"
"71920","AR","Post Office or large volume customer","5","5","Rural"
"71921","AR","Zip Code Area","5","5","Rural"
"71922","AR","Zip Code Area","10","10","Rural"
"71923","AR","Zip Code Area","4","4","Suburban"
"71929","AR","Zip Code Area","2","2","Suburban"
"71932","AR","Post Office or large volume customer","8","8","Rural"
"71933","AR","Zip Code Area","2","2","Suburban"
"71935","AR","Zip Code Area","10","10","Rural"
"71937","AR","Zip Code Area","9","9","Rural"
"71940","AR","Zip Code Area","10","10","Rural"
"71941","AR","Zip Code Area","2","2","Suburban"
"71942","AR","Zip Code Area","2","2","Suburban"
"71943","AR","Zip Code Area","10","10","Rural"
"71944","AR","Zip Code Area","10","10","Rural"
"71945","AR","Zip Code Area","8","8","Rural"
"71949","AR","Zip Code Area","7","7","Rural"
"71950","AR","Zip Code Area","10","10","Rural"
"71952","AR","Zip Code Area","10","10","Rural"
"71953","AR","Zip Code Area","7","7","Rural"
"71956","AR","Zip Code Area","2","2","Suburban"
"71957","AR","Zip Code Area","10","10.1","Rural"
"71958","AR","Zip Code Area","10","10","Rural"
"71959","AR","Zip Code Area","10","10","Rural"
"71960","AR","Zip Code Area","10","10","Rural"
"71961","AR","Zip Code Area","10","10","Rural"
"71962","AR","Zip Code Area","5","5","Rural"
"71964","AR","Zip Code Area","2","2","Suburban"
"71965","AR","Zip Code Area","10","10","Rural"
"71966","AR","Post Office or large volume customer","10","10","Rural"
"71968","AR","Zip Code Area","2","2","Suburban"
"71969","AR","Zip Code Area","10","10","Rural"
"71970","AR","Zip Code Area","10","10.1","Rural"
"71971","AR","Zip Code Area","10","10","Rural"
"71972","AR","Zip Code Area","9","9","Rural"
"71973","AR","Zip Code Area","10","10","Rural"
"71998","AR","Zip Code Area","4","4","Suburban"
"71999","AR","Zip Code Area","4","4","Suburban"
"72001","AR","Zip Code Area","2","2","Suburban"
"72002","AR","Zip Code Area","1","1","Urban"
"72003","AR","Zip Code Area","8","8","Rural"
"72004","AR","Zip Code Area","3","3","Rural"
"72005","AR","Zip Code Area","8","8","Rural"
"72006","AR","Zip Code Area","5","5","Rural"
"72007","AR","Zip Code Area","1","1","Urban"
"72010","AR","Zip Code Area","5","5","Rural"
"72011","AR","Zip Code Area","2","2","Suburban"
"72012","AR","Zip Code Area","2","2","Suburban"
"72013","AR","Zip Code Area","3","3","Rural"
"72014","AR","Zip Code Area","8","8","Rural"
"72015","AR","Zip Code Area","1","1","Urban"
"72016","AR","Zip Code Area","2","2","Suburban"
"72017","AR","Zip Code Area","8","8","Rural"
"72018","AR","Post Office or large volume customer","1","1","Urban"
"72019","AR","Zip Code Area","1","1","Urban"
"72020","AR","Zip Code Area","5","5","Rural"
"72021","AR","Zip Code Area","7","7","Rural"
"72022","AR","Zip Code Area","1","1","Urban"
"72023","AR","Zip Code Area","1","1","Urban"
"72024","AR","Zip Code Area","10","10","Rural"
"72025","AR","Zip Code Area","2","2","Suburban"
"72026","AR","Zip Code Area","8","8","Rural"
"72027","AR","Zip Code Area","8","8","Rural"
"72028","AR","Zip Code Area","3","3","Rural"
"72029","AR","Zip Code Area","8","8","Rural"
"72030","AR","Zip Code Area","8","8","Rural"
"72031","AR","Zip Code Area","10","10","Rural"
"72032","AR","Zip Code Area","1","1","Urban"
"72033","AR","Post Office or large volume customer","1","1","Urban"
"72034","AR","Zip Code Area","1","1","Urban"
"72035","AR","Zip Code Area","1","1","Urban"
"72036","AR","Zip Code Area","10","10","Rural"
"72037","AR","Post Office or large volume customer","3","3","Rural"
"72038","AR","Zip Code Area","8","8","Rural"
"72039","AR","Zip Code Area","2","2","Suburban"
"72040","AR","Zip Code Area","2","2","Suburban"
"72041","AR","Zip Code Area","8","8","Rural"
"72042","AR","Zip Code Area","7","7","Rural"
"72043","AR","Post Office or large volume customer","7","7","Rural"
"72044","AR","Zip Code Area","10","10","Rural"
"72045","AR","Zip Code Area","2","2","Suburban"
"72046","AR","Zip Code Area","2","2","Suburban"
"72047","AR","Zip Code Area","2","2.1","Suburban"
"72048","AR","Zip Code Area","8","8","Rural"
"72051","AR","Zip Code Area","10","10","Rural"
"72052","AR","Zip Code Area","4","4","Suburban"
"72053","AR","Post Office or large volume customer","1","1","Urban"
"72055","AR","Zip Code Area","10","10","Rural"
"72057","AR","Zip Code Area","2","2","Suburban"
"72058","AR","Zip Code Area","2","2","Suburban"
"72059","AR","Post Office or large volume customer","5","5","Rural"
"72060","AR","Zip Code Area","4","4","Suburban"
"72061","AR","Zip Code Area","2","2","Suburban"
"72063","AR","Zip Code Area","8","8","Rural"
"72064","AR","Zip Code Area","10","10","Rural"
"72065","AR","Zip Code Area","2","2","Suburban"
"72066","AR","Zip Code Area","2","2","Suburban"
"72067","AR","Zip Code Area","10","10","Rural"
"72068","AR","Zip Code Area","4","4","Suburban"
"72069","AR","Zip Code Area","8","8","Rural"
"72070","AR","Zip Code Area","2","2","Suburban"
"72072","AR","Zip Code Area","3","3","Rural"
"72073","AR","Zip Code Area","8","8","Rural"
"72074","AR","Zip Code Area","10","10","Rural"
"72075","AR","Post Office or large volume customer","7","7","Rural"
"72076","AR","Zip Code Area","1","1","Urban"
"72078","AR","Post Office or large volume customer","1","1","Urban"
"72079","AR","Zip Code Area","2","2","Suburban"
"72080","AR","Zip Code Area","8","8","Rural"
"72081","AR","Zip Code Area","5","5","Rural"
"72082","AR","Zip Code Area","4","4","Suburban"
"72083","AR","Zip Code Area","2","2","Suburban"
"72084","AR","Zip Code Area","2","2","Suburban"
"72085","AR","Zip Code Area","5","5","Rural"
"72086","AR","Zip Code Area","2","2","Suburban"
"72087","AR","Zip Code Area","1","1","Urban"
"72088","AR","Zip Code Area","2","2","Suburban"
"72089","AR","Post Office or large volume customer","1","1","Urban"
"72099","AR","Zip Code Area","1","1","Urban"
"72101","AR","Zip Code Area","10","10","Rural"
"72102","AR","Zip Code Area","2","2","Suburban"
"72103","AR","Zip Code Area","1","1","Urban"
"72104","AR","Zip Code Area","4","4.1","Suburban"
"72106","AR","Zip Code Area","2","2","Suburban"
"72107","AR","Post Office or large volume customer","2","2","Suburban"
"72108","AR","Post Office or large volume customer","7","7","Rural"
"72110","AR","Zip Code Area","7","7","Rural"
"72111","AR","Zip Code Area","2","2.1","Suburban"
"72112","AR","Zip Code Area","7","7","Rural"
"72113","AR","Zip Code Area","1","1","Urban"
"72114","AR","Zip Code Area","1","1","Urban"
"72115","AR","Post Office or large volume customer","1","1","Urban"
"72116","AR","Zip Code Area","1","1","Urban"
"72117","AR","Zip Code Area","1","1","Urban"
"72118","AR","Zip Code Area","1","1","Urban"
"72119","AR","Post Office or large volume customer","1","1","Urban"
"72120","AR","Zip Code Area","1","1","Urban"
"72121","AR","Zip Code Area","5","5","Rural"
"72122","AR","Zip Code Area","2","2","Suburban"
"72123","AR","Post Office or large volume customer","10","10","Rural"
"72124","AR","Post Office or large volume customer","1","1","Urban"
"72125","AR","Zip Code Area","3","3","Rural"
"72126","AR","Zip Code Area","3","3","Rural"
"72127","AR","Zip Code Area","2","2","Suburban"
"72128","AR","Zip Code Area","2","2","Suburban"
"72129","AR","Zip Code Area","2","2","Suburban"
"72130","AR","Zip Code Area","10","10","Rural"
"72131","AR","Zip Code Area","3","3","Rural"
"72132","AR","Zip Code Area","2","2","Suburban"
"72133","AR","Post Office or large volume customer","3","3","Rural"
"72134","AR","Zip Code Area","8","8","Rural"
"72135","AR","Zip Code Area","2","2","Suburban"
"72136","AR","Zip Code Area","2","2","Suburban"
"72137","AR","Zip Code Area","5","5","Rural"
"72139","AR","Zip Code Area","5","5","Rural"
"72140","AR","Zip Code Area","8","8","Rural"
"72141","AR","Zip Code Area","10","10","Rural"
"72142","AR","Zip Code Area","2","2","Suburban"
"72143","AR","Zip Code Area","4","4","Suburban"
"72145","AR","Post Office or large volume customer","4","4","Suburban"
"72149","AR","Zip Code Area","4","4","Suburban"
"72150","AR","Zip Code Area","2","2","Suburban"
"72152","AR","Zip Code Area","3","3","Rural"
"72153","AR","Zip Code Area","10","10","Rural"
"72156","AR","Zip Code Area","8","8","Rural"
"72157","AR","Zip Code Area","8","8","Rural"
"72158","AR","Post Office or large volume customer","1","1","Urban"
"72160","AR","Zip Code Area","7","7","Rural"
"72164","AR","Post Office or large volume customer","1","1","Urban"
"72165","AR","Zip Code Area","6","6","Rural"
"72166","AR","Zip Code Area","10","10","Rural"
"72167","AR","Zip Code Area","1","1","Urban"
"72168","AR","Zip Code Area","10","10","Rural"
"72169","AR","Post Office or large volume customer","8","8","Rural"
"72170","AR","Zip Code Area","10","10","Rural"
"72173","AR","Zip Code Area","2","2","Suburban"
"72175","AR","Zip Code Area","3","3","Rural"
"72176","AR","Zip Code Area","1","1","Urban"
"72178","AR","Post Office or large volume customer","4","4","Suburban"
"72179","AR","Zip Code Area","10","10","Rural"
"72180","AR","Post Office or large volume customer","1","1","Urban"
"72181","AR","Zip Code Area","2","2","Suburban"
"72182","AR","Post Office or large volume customer","3","3","Rural"
"72183","AR","Post Office or large volume customer","1","1","Urban"
"72190","AR","Post Office or large volume customer","1","1","Urban"
"72199","AR","Zip Code Area","1","1","Urban"
"72201","AR","Zip Code Area","1","1","Urban"
"72202","AR","Zip Code Area","1","1","Urban"
"72203","AR","Post Office or large volume customer","1","1","Urban"
"72204","AR","Zip Code Area","1","1","Urban"
"72205","AR","Zip Code Area","1","1","Urban"
"72206","AR","Zip Code Area","1","1","Urban"
"72207","AR","Zip Code Area","1","1","Urban"
"72209","AR","Zip Code Area","1","1","Urban"
"72210","AR","Zip Code Area","1","1","Urban"
"72211","AR","Zip Code Area","1","1","Urban"
"72212","AR","Zip Code Area","1","1","Urban"
"72214","AR","Post Office or large volume customer","1","1","Urban"
"72215","AR","Post Office or large volume customer","1","1","Urban"
"72216","AR","Post Office or large volume customer","1","1","Urban"
"72217","AR","Post Office or large volume customer","1","1","Urban"
"72219","AR","Post Office or large volume customer","1","1","Urban"
"72221","AR","Post Office or large volume customer","1","1","Urban"
"72222","AR","Post Office or large volume customer","1","1","Urban"
"72223","AR","Zip Code Area","1","1","Urban"
"72225","AR","Post Office or large volume customer","1","1","Urban"
"72227","AR","Zip Code Area","1","1","Urban"
"72231","AR","Post Office or large volume customer","1","1","Urban"
"72255","AR","Post Office or large volume customer","1","1","Urban"
"72260","AR","Post Office or large volume customer","1","1","Urban"
"72295","AR","Post Office or large volume customer","1","1","Urban"
"72301","AR","Zip Code Area","1","1","Urban"
"72303","AR","Post Office or large volume customer","1","1","Urban"
"72310","AR","Zip Code Area","5","5","Rural"
"72311","AR","Zip Code Area","8","8","Rural"
"72312","AR","Post Office or large volume customer","5","5","Rural"
"72313","AR","Zip Code Area","10","10","Rural"
"72315","AR","Zip Code Area","4","4","Suburban"
"72316","AR","Post Office or large volume customer","4","4","Suburban"
"72319","AR","Post Office or large volume customer","4","4","Suburban"
"72320","AR","Zip Code Area","10","10","Rural"
"72321","AR","Zip Code Area","5","5","Rural"
"72322","AR","Post Office or large volume customer","5","5","Rural"
"72324","AR","Zip Code Area","10","10","Rural"
"72325","AR","Post Office or large volume customer","2","2","Suburban"
"72326","AR","Zip Code Area","5","5","Rural"
"72327","AR","Zip Code Area","2","2","Suburban"
"72328","AR","Zip Code Area","5","5","Rural"
"72329","AR","Zip Code Area","8","8","Rural"
"72330","AR","Zip Code Area","10","10","Rural"
"72331","AR","Zip Code Area","2","2","Suburban"
"72332","AR","Post Office or large volume customer","1","1","Urban"
"72333","AR","Zip Code Area","5","5","Rural"
"72335","AR","Zip Code Area","4","4","Suburban"
"72336","AR","Post Office or large volume customer","4","4","Suburban"
"72338","AR","Zip Code Area","10","10","Rural"
"72339","AR","Zip Code Area","2","2","Suburban"
"72340","AR","Zip Code Area","10","10.2","Rural"
"72341","AR","Post Office or large volume customer","10","10","Rural"
"72342","AR","Zip Code Area","4","4","Suburban"
"72346","AR","Zip Code Area","2","2","Suburban"
"72347","AR","Zip Code Area","10","10","Rural"
"72348","AR","Zip Code Area","2","2","Suburban"
"72350","AR","Zip Code Area","10","10","Rural"
"72351","AR","Zip Code Area","8","8","Rural"
"72352","AR","Post Office or large volume customer","10","10","Rural"
"72353","AR","Post Office or large volume customer","5","5","Rural"
"72354","AR","Zip Code Area","3","3","Rural"
"72355","AR","Zip Code Area","5","5","Rural"
"72358","AR","Zip Code Area","7","7","Rural"
"72359","AR","Post Office or large volume customer","5","5","Rural"
"72360","AR","Zip Code Area","7","7","Rural"
"72364","AR","Zip Code Area","1","1","Urban"
"72365","AR","Zip Code Area","10","10","Rural"
"72366","AR","Zip Code Area","5","5","Rural"
"72367","AR","Zip Code Area","5","5","Rural"
"72368","AR","Zip Code Area","5","5","Rural"
"72369","AR","Post Office or large volume customer","5","5","Rural"
"72370","AR","Zip Code Area","7","7","Rural"
"72372","AR","Zip Code Area","10","10.2","Rural"
"72373","AR","Zip Code Area","2","2","Suburban"
"72374","AR","Zip Code Area","5","5","Rural"
"72376","AR","Zip Code Area","1","1","Urban"
"72377","AR","Post Office or large volume customer","3","3","Rural"
"72379","AR","Zip Code Area","10","10","Rural"
"72383","AR","Post Office or large volume customer","5","5","Rural"
"72384","AR","Zip Code Area","2","2","Suburban"
"72386","AR","Zip Code Area","3","3","Rural"
"72387","AR","Post Office or large volume customer","10","10","Rural"
