"ZIP_CODE","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality"
"00001","AK","Zip Code Area","10","10","Rural"
"00002","AK","Zip Code Area","10","10","Rural"
"00003","AK","Zip Code Area","10","10","Rural"
"00004","AK","Zip Code Area","10","10","Rural"
"00005","AK","Zip Code Area","10","10","Rural"
"00006","AK","Zip Code Area","10","10","Rural"
"00007","AK","Zip Code Area","10","10","Rural"
"00008","AK","Zip Code Area","10","10","Rural"
"00009","AK","Zip Code Area","10","10","Rural"
"00010","AK","Zip Code Area","10","10","Rural"
"00011","AK","Zip Code Area","8","8","Rural"
"00012","CA","Zip Code Area","5","5","Rural"
"00013","HI","Zip Code Area","10","10","Rural"
"00014","AZ","Zip Code Area","7","7","Rural"
"00015","AZ","Zip Code Area","1","1","Urban"
"00016","CA","Zip Code Area","8","8.1","Rural"
"00017","CA","Zip Code Area","10","10.1","Rural"
"00018","CA","Zip Code Area","10","10","Rural"
"00019","CA","Zip Code Area","10","10","Rural"
"00020","CA","Zip Code Area","10","10","Rural"
"00022","CA","Zip Code Area","4","4","Suburban"
"00026","CA","Zip Code Area","10","10.1","Rural"
"00027","CO","Zip Code Area","1","1","Urban"
"00028","CA","Zip Code Area","2","2","Suburban"
"00029","CA","Zip Code Area","2","2","Suburban"
"00031","CA","Zip Code Area","10","10","Rural"
"00032","CA","Zip Code Area","10","10","Rural"
"00033","CA","Zip Code Area","10","10","Rural"
"00034","CA","Zip Code Area","10","10","Rural"
"00035","CA","Zip Code Area","8","8","Rural"
"00037","CA","Zip Code Area","5","5","Rural"
"00038","CA","Zip Code Area","5","5","Rural"
"00039","CA","Zip Code Area","10","10.2","Rural"
"00040","CA","Zip Code Area","10","10","Rural"
"00041","FL","Zip Code Area","2","2","Suburban"
"00042","FL","Zip Code Area","1","1","Urban"
"00043","FL","Zip Code Area","2","2","Suburban"
"00044","CA","Zip Code Area","10","10","Rural"
"00045","FL","Zip Code Area","2","2","Suburban"
"00047","CA","Zip Code Area","10","10","Rural"
"00048","CA","Zip Code Area","4","4","Suburban"
"00049","CA","Zip Code Area","10","10.2","Rural"
"00050","CA","Zip Code Area","10","10","Rural"
"00051","CA","Zip Code Area","2","2","Suburban"
"00052","CA","Zip Code Area","2","2","Suburban"
"00053","FL","Zip Code Area","1","1","Urban"
"00054","CA","Zip Code Area","10","10","Rural"
"00055","CA","Zip Code Area","10","10","Rural"
"00056","ID","Zip Code Area","2","2","Suburban"
"00057","CA","Zip Code Area","10","10","Rural"
"00058","CA","Zip Code Area","10","10","Rural"
"00059","MN","Zip Code Area","10","10","Rural"
"00060","MN","Zip Code Area","10","10","Rural"
"00061","CA","Zip Code Area","10","10","Rural"
"00063","MT","Zip Code Area","2","2","Suburban"
"00064","NM","Zip Code Area","10","10","Rural"
"00065","CA","Zip Code Area","10","10","Rural"
"00066","NM","Zip Code Area","10","10","Rural"
"00067","OK","Zip Code Area","1","1","Urban"
"00068","OR","Zip Code Area","5","5","Rural"
"00069","OR","Zip Code Area","2","2","Suburban"
"00070","OR","Zip Code Area","10","10","Rural"
"00071","UT","Zip Code Area","2","2","Suburban"
"00072","WA","Zip Code Area","2","2","Suburban"
"00073","WA","Zip Code Area","2","2.1","Suburban"
"00074","WA","Zip Code Area","10","10","Rural"
"00076","WA","Zip Code Area","10","10","Rural"
"00077","OR","Zip Code Area","3","3","Rural"
"00084","NC","Zip Code Area","2","2","Suburban"
"00087","FL","Zip Code Area","2","2","Suburban"
"00097","FL","Zip Code Area","10","10","Rural"
"00098","FL","Zip Code Area","10","10","Rural"
"00100","UT","Zip Code Area","1","1","Urban"
"00116","LA","Zip Code Area","2","2","Suburban"
"00119","LA","Zip Code Area","4","4","Suburban"
"00121","LA","Zip Code Area","2","2","Suburban"
"00125","ME","Zip Code Area","10","10","Rural"
"00126","ME","Zip Code Area","10","10","Rural"
"00127","ME","Zip Code Area","2","2","Suburban"
"00128","ME","Zip Code Area","10","10","Rural"
"00130","ME","Zip Code Area","10","10","Rural"
"00132","ME","Zip Code Area","10","10","Rural"
"00133","ME","Zip Code Area","10","10","Rural"
"00134","ME","Zip Code Area","10","10","Rural"
"00135","ME","Zip Code Area","9","9","Rural"
"00137","ME","Zip Code Area","8","8","Rural"
"00138","ME","Zip Code Area","8","8","Rural"
"00139","ME","Zip Code Area","10","10","Rural"
"00141","ME","Zip Code Area","10","10","Rural"
"00148","ME","Zip Code Area","9","9","Rural"
"00151","ME","Zip Code Area","10","10","Rural"
"00152","MD","Zip Code Area","6","6","Rural"
"00158","MA","Zip Code Area","10","10","Rural"
"00160","MN","Zip Code Area","10","10","Rural"
"00161","MN","Zip Code Area","9","9","Rural"
"00164","MN","Zip Code Area","10","10","Rural"
"00165","MN","Zip Code Area","10","10","Rural"
"00166","MN","Zip Code Area","5","5","Rural"
"00168","NH","Zip Code Area","4","4","Suburban"
"00172","NH","Zip Code Area","10","10","Rural"
"00173","NH","Zip Code Area","6","6","Rural"
"00174","NH","Zip Code Area","6","6","Rural"
"00176","NH","Zip Code Area","6","6","Rural"
"00177","NH","Zip Code Area","4","4","Suburban"
"00179","NH","Zip Code Area","6","6","Rural"
"00180","NH","Zip Code Area","6","6","Rural"
"00181","NH","Zip Code Area","6","6","Rural"
"00182","NH","Zip Code Area","6","6","Rural"
"00183","NH","Zip Code Area","4","4","Suburban"
"00184","NH","Zip Code Area","4","4","Suburban"
"00185","NH","Zip Code Area","10","10","Rural"
"00188","TX","Zip Code Area","5","5","Rural"
"00195","WA","Zip Code Area","10","10","Rural"
"00197","AZ","Zip Code Area","2","2","Suburban"
"00198","AK","Zip Code Area","2","2","Suburban"
"00199","AZ","Zip Code Area","1","1","Urban"
"00501","NY","Post Office or large volume customer","1","1","Urban"
"00544","NY","Post Office or large volume customer","1","1","Urban"
"00601","PR","Zip Code Area","4","4","Suburban"
"00602","PR","Zip Code Area","1","1","Urban"
"00603","PR","Zip Code Area","1","1","Urban"
"00604","PR","Post Office or large volume customer","1","1","Urban"
"00605","PR","Post Office or large volume customer","1","1","Urban"
"00606","PR","Zip Code Area","7","7","Rural"
"00610","PR","Zip Code Area","1","1","Urban"
"00611","PR","Post Office or large volume customer","1","1","Urban"
"00612","PR","Zip Code Area","1","1","Urban"
"00613","PR","Post Office or large volume customer","1","1","Urban"
"00614","PR","Post Office or large volume customer","1","1","Urban"
"00616","PR","Post Office or large volume customer","1","1","Urban"
"00617","PR","Zip Code Area","1","1","Urban"
"00622","PR","Post Office or large volume customer","1","1","Urban"
"00623","PR","Zip Code Area","1","1","Urban"
"00624","PR","Zip Code Area","1","1","Urban"
"00627","PR","Zip Code Area","1","1","Urban"
"00631","PR","Zip Code Area","10","10","Rural"
"00636","PR","Post Office or large volume customer","1","1","Urban"
"00637","PR","Zip Code Area","1","1","Urban"
"00638","PR","Zip Code Area","1","1","Urban"
"00641","PR","Zip Code Area","1","1","Urban"
"00646","PR","Zip Code Area","1","1","Urban"
"00647","PR","Zip Code Area","1","1","Urban"
"00650","PR","Zip Code Area","1","1","Urban"
"00652","PR","Post Office or large volume customer","1","1","Urban"
"00653","PR","Zip Code Area","1","1","Urban"
"00656","PR","Zip Code Area","1","1","Urban"
"00659","PR","Zip Code Area","1","1","Urban"
"00660","PR","Zip Code Area","1","1","Urban"
"00662","PR","Zip Code Area","1","1","Urban"
"00664","PR","Zip Code Area","4","4","Suburban"
"00667","PR","Zip Code Area","1","1","Urban"
"00669","PR","Zip Code Area","1","1","Urban"
"00670","PR","Zip Code Area","1","1","Urban"
"00674","PR","Zip Code Area","1","1","Urban"
"00676","PR","Zip Code Area","1","1","Urban"
"00677","PR","Zip Code Area","1","1","Urban"
"00678","PR","Zip Code Area","1","1","Urban"
"00680","PR","Zip Code Area","1","1","Urban"
"00681","PR","Post Office or large volume customer","1","1","Urban"
"00682","PR","Zip Code Area","1","1","Urban"
"00683","PR","Zip Code Area","1","1","Urban"
"00685","PR","Zip Code Area","1","1","Urban"
"00687","PR","Zip Code Area","1","1","Urban"
"00688","PR","Post Office or large volume customer","1","1","Urban"
"00690","PR","Zip Code Area","1","1","Urban"
"00692","PR","Zip Code Area","1","1","Urban"
"00693","PR","Zip Code Area","1","1","Urban"
"00694","PR","Post Office or large volume customer","1","1","Urban"
"00698","PR","Zip Code Area","1","1","Urban"
"00703","PR","Zip Code Area","1","1","Urban"
"00704","PR","Zip Code Area","1","1","Urban"
"00705","PR","Zip Code Area","1","1","Urban"
"00707","PR","Zip Code Area","7","7","Rural"
"00714","PR","Zip Code Area","1","1","Urban"
"00715","PR","Zip Code Area","1","1","Urban"
"00716","PR","Zip Code Area","1","1","Urban"
"00717","PR","Zip Code Area","1","1","Urban"
"00718","PR","Zip Code Area","1","1","Urban"
"00719","PR","Zip Code Area","1","1","Urban"
"00720","PR","Zip Code Area","1","1","Urban"
"00721","PR","Post Office or large volume customer","1","1","Urban"
"00723","PR","Zip Code Area","1","1","Urban"
"00725","PR","Zip Code Area","1","1","Urban"
"00726","PR","Post Office or large volume customer","1","1","Urban"
"00727","PR","Zip Code Area","1","1","Urban"
"00728","PR","Zip Code Area","1","1","Urban"
"00729","PR","Zip Code Area","1","1","Urban"
"00730","PR","Zip Code Area","1","1","Urban"
"00731","PR","Zip Code Area","1","1","Urban"
"00732","PR","Post Office or large volume customer","1","1","Urban"
"00733","PR","Post Office or large volume customer","1","1","Urban"
"00734","PR","Post Office or large volume customer","1","1","Urban"
"00735","PR","Zip Code Area","1","1","Urban"
"00736","PR","Zip Code Area","1","1","Urban"
"00737","PR","Post Office or large volume customer","1","1","Urban"
"00738","PR","Zip Code Area","1","1","Urban"
"00739","PR","Zip Code Area","1","1","Urban"
"00740","PR","Zip Code Area","1","1","Urban"
"00741","PR","Zip Code Area","1","1","Urban"
"00742","PR","Post Office or large volume customer","10","10","Rural"
"00744","PR","Post Office or large volume customer","1","1","Urban"
"00745","PR","Zip Code Area","1","1","Urban"
"00751","PR","Zip Code Area","1","1","Urban"
"00754","PR","Zip Code Area","1","1","Urban"
"00757","PR","Zip Code Area","4","4","Suburban"
"00765","PR","Zip Code Area","7","7","Rural"
"00766","PR","Zip Code Area","1","1","Urban"
"00767","PR","Zip Code Area","1","1","Urban"
"00769","PR","Zip Code Area","4","4","Suburban"
"00771","PR","Zip Code Area","1","1","Urban"
"00772","PR","Zip Code Area","1","1","Urban"
"00773","PR","Zip Code Area","1","1","Urban"
"00775","PR","Zip Code Area","10","10","Rural"
"00777","PR","Zip Code Area","1","1","Urban"
"00778","PR","Zip Code Area","1","1","Urban"
"00780","PR","Zip Code Area","1","1","Urban"
"00782","PR","Zip Code Area","1","1","Urban"
"00783","PR","Zip Code Area","1","1","Urban"
"00784","PR","Zip Code Area","1","1","Urban"
"00785","PR","Post Office or large volume customer","1","1","Urban"
"00786","PR","Post Office or large volume customer","1","1","Urban"
"00791","PR","Zip Code Area","1","1","Urban"
"00792","PR","Post Office or large volume customer","1","1","Urban"
"00794","PR","Zip Code Area","1","1","Urban"
"00795","PR","Zip Code Area","1","1","Urban"
"00901","PR","Zip Code Area","1","1","Urban"
"00902","PR","Post Office or large volume customer","1","1","Urban"
"00906","PR","Post Office or large volume customer","1","1","Urban"
"00907","PR","Zip Code Area","1","1","Urban"
"00908","PR","Post Office or large volume customer","1","1","Urban"
"00909","PR","Zip Code Area","1","1","Urban"
"00910","PR","Post Office or large volume customer","1","1","Urban"
"00911","PR","Zip Code Area","1","1","Urban"
"00912","PR","Zip Code Area","1","1","Urban"
"00913","PR","Zip Code Area","1","1","Urban"
"00914","PR","Post Office or large volume customer","1","1","Urban"
"00915","PR","Zip Code Area","1","1","Urban"
"00916","PR","Post Office or large volume customer","1","1","Urban"
"00917","PR","Zip Code Area","1","1","Urban"
"00918","PR","Zip Code Area","1","1","Urban"
"00919","PR","Post Office or large volume customer","1","1","Urban"
"00920","PR","Zip Code Area","1","1","Urban"
"00921","PR","Zip Code Area","1","1","Urban"
"00922","PR","Post Office or large volume customer","1","1","Urban"
"00923","PR","Zip Code Area","1","1","Urban"
"00924","PR","Zip Code Area","1","1","Urban"
"00925","PR","Zip Code Area","1","1","Urban"
"00926","PR","Zip Code Area","1","1","Urban"
"00927","PR","Zip Code Area","1","1","Urban"
"00928","PR","Post Office or large volume customer","1","1","Urban"
"00929","PR","Post Office or large volume customer","1","1","Urban"
"00930","PR","Post Office or large volume customer","1","1","Urban"
"00931","PR","Post Office or large volume customer","1","1","Urban"
"00933","PR","Post Office or large volume customer","1","1","Urban"
"00934","PR","Zip Code Area","1","1","Urban"
"00935","PR","Post Office or large volume customer","1","1","Urban"
"00936","PR","Post Office or large volume customer","1","1","Urban"
"00937","PR","Post Office or large volume customer","1","1","Urban"
"00939","PR","Post Office or large volume customer","1","1","Urban"
"00940","PR","Post Office or large volume customer","1","1","Urban"
"00949","PR","Zip Code Area","1","1","Urban"
"00950","PR","Post Office or large volume customer","1","1","Urban"
"00951","PR","Post Office or large volume customer","1","1","Urban"
"00952","PR","Zip Code Area","1","1","Urban"
"00953","PR","Zip Code Area","1","1","Urban"
"00954","PR","Post Office or large volume customer","1","1","Urban"
"00955","PR","Post Office or large volume customer","1","1","Urban"
"00956","PR","Zip Code Area","1","1","Urban"
"00957","PR","Zip Code Area","1","1","Urban"
"00958","PR","Post Office or large volume customer","1","1","Urban"
"00959","PR","Zip Code Area","1","1","Urban"
"00960","PR","Post Office or large volume customer","1","1","Urban"
"00961","PR","Zip Code Area","1","1","Urban"
"00962","PR","Zip Code Area","1","1","Urban"
"00963","PR","Post Office or large volume customer","1","1","Urban"
"00965","PR","Zip Code Area","1","1","Urban"
"00966","PR","Zip Code Area","1","1","Urban"
"00968","PR","Zip Code Area","1","1","Urban"
"00969","PR","Zip Code Area","1","1","Urban"
"00970","PR","Post Office or large volume customer","1","1","Urban"
"00971","PR","Post Office or large volume customer","1","1","Urban"
"00975","PR","Post Office or large volume customer","1","1","Urban"
"00976","PR","Zip Code Area","1","1","Urban"
"00977","PR","Post Office or large volume customer","1","1","Urban"
"00978","PR","Post Office or large volume customer","1","1","Urban"
"00979","PR","Zip Code Area","1","1","Urban"
"00981","PR","Post Office or large volume customer","1","1","Urban"
"00982","PR","Zip Code Area","1","1","Urban"
"00983","PR","Zip Code Area","1","1","Urban"
"00984","PR","Post Office or large volume customer","1","1","Urban"
"00985","PR","Zip Code Area","1","1","Urban"
"00986","PR","Post Office or large volume customer","1","1","Urban"
"00987","PR","Zip Code Area","1","1","Urban"
"00988","PR","Post Office or large volume customer","1","1","Urban"
"01001","MA","Zip Code Area","1","1","Urban"
"01002","MA","Zip Code Area","1","1","Urban"
"01003","MA","Zip Code Area","1","1","Urban"
"01004","MA","Post Office or large volume customer","1","1","Urban"
"01005","MA","Zip Code Area","2","2","Suburban"
"01007","MA","Zip Code Area","1","1","Urban"
"01008","MA","Zip Code Area","2","2","Suburban"
"01009","MA","Post Office or large volume customer","1","1","Urban"
"01010","MA","Zip Code Area","2","2.1","Suburban"
"01011","MA","Zip Code Area","2","2","Suburban"
"01012","MA","Zip Code Area","2","2","Suburban"
"01013","MA","Zip Code Area","1","1","Urban"
"01014","MA","Post Office or large volume customer","1","1","Urban"
"01020","MA","Zip Code Area","1","1","Urban"
"01021","MA","Post Office or large volume customer","1","1","Urban"
"01022","MA","Zip Code Area","1","1","Urban"
"01026","MA","Zip Code Area","2","2","Suburban"
"01027","MA","Zip Code Area","1","1","Urban"
"01028","MA","Zip Code Area","1","1","Urban"
"01029","MA","Post Office or large volume customer","10","10","Rural"
"01030","MA","Zip Code Area","1","1","Urban"
"01031","MA","Zip Code Area","3","3","Rural"
"01032","MA","Zip Code Area","2","2","Suburban"
"01033","MA","Zip Code Area","1","1","Urban"
"01034","MA","Zip Code Area","2","2","Suburban"
"01035","MA","Zip Code Area","1","1","Urban"
"01036","MA","Zip Code Area","1","1","Urban"
"01037","MA","Zip Code Area","3","3","Rural"
"01038","MA","Zip Code Area","2","2","Suburban"
"01039","MA","Zip Code Area","2","2","Suburban"
"01040","MA","Zip Code Area","1","1","Urban"
"01041","MA","Post Office or large volume customer","1","1","Urban"
"01050","MA","Zip Code Area","2","2","Suburban"
"01053","MA","Zip Code Area","1","1","Urban"
"01054","MA","Zip Code Area","2","2","Suburban"
"01056","MA","Zip Code Area","1","1","Urban"
"01057","MA","Zip Code Area","2","2","Suburban"
"01059","MA","Post Office or large volume customer","1","1","Urban"
"01060","MA","Zip Code Area","1","1","Urban"
"01061","MA","Post Office or large volume customer","1","1","Urban"
"01062","MA","Zip Code Area","1","1","Urban"
"01063","MA","Zip Code Area","1","1","Urban"
"01066","MA","Zip Code Area","2","2","Suburban"
"01068","MA","Zip Code Area","2","2","Suburban"
"01069","MA","Zip Code Area","1","1","Urban"
"01070","MA","Zip Code Area","2","2","Suburban"
"01071","MA","Zip Code Area","2","2","Suburban"
"01072","MA","Zip Code Area","2","2","Suburban"
"01073","MA","Zip Code Area","2","2","Suburban"
"01074","MA","Zip Code Area","2","2","Suburban"
"01075","MA","Zip Code Area","1","1","Urban"
"01077","MA","Zip Code Area","1","1","Urban"
"01079","MA","Post Office or large volume customer","1","1","Urban"
"01080","MA","Zip Code Area","1","1","Urban"
"01081","MA","Zip Code Area","2","2","Suburban"
"01082","MA","Zip Code Area","2","2","Suburban"
"01083","MA","Zip Code Area","2","2","Suburban"
"01084","MA","Zip Code Area","2","2","Suburban"
"01085","MA","Zip Code Area","1","1","Urban"
"01086","MA","Post Office or large volume customer","1","1","Urban"
"01088","MA","Zip Code Area","2","2","Suburban"
"01089","MA","Zip Code Area","1","1","Urban"
"01090","MA","Post Office or large volume customer","1","1","Urban"
"01092","MA","Zip Code Area","2","2","Suburban"
"01093","MA","Post Office or large volume customer","2","2","Suburban"
"01094","MA","Post Office or large volume customer","3","3","Rural"
"01095","MA","Zip Code Area","1","1","Urban"
"01096","MA","Zip Code Area","2","2","Suburban"
"01097","MA","Post Office or large volume customer","2","2","Suburban"
"01098","MA","Zip Code Area","2","2","Suburban"
"01101","MA","Post Office or large volume customer","1","1","Urban"
"01102","MA","Post Office or large volume customer","1","1","Urban"
"01103","MA","Zip Code Area","1","1","Urban"
"01104","MA","Zip Code Area","1","1","Urban"
"01105","MA","Zip Code Area","1","1","Urban"
"01106","MA","Zip Code Area","1","1","Urban"
"01107","MA","Zip Code Area","1","1","Urban"
"01108","MA","Zip Code Area","1","1","Urban"
"01109","MA","Zip Code Area","1","1","Urban"
"01111","MA","Post Office or large volume customer","1","1","Urban"
"01115","MA","Post Office or large volume customer","1","1","Urban"
"01116","MA","Post Office or large volume customer","1","1","Urban"
"01118","MA","Zip Code Area","1","1","Urban"
"01119","MA","Zip Code Area","1","1","Urban"
"01128","MA","Zip Code Area","1","1","Urban"
"01129","MA","Zip Code Area","1","1","Urban"
"01138","MA","Post Office or large volume customer","1","1","Urban"
"01139","MA","Post Office or large volume customer","1","1","Urban"
"01144","MA","Post Office or large volume customer","1","1","Urban"
"01151","MA","Zip Code Area","1","1","Urban"
"01152","MA","Post Office or large volume customer","1","1","Urban"
"01199","MA","Post Office or large volume customer","1","1","Urban"
"01201","MA","Zip Code Area","1","1","Urban"
"01202","MA","Post Office or large volume customer","1","1","Urban"
"01203","MA","Post Office or large volume customer","1","1","Urban"
"01220","MA","Zip Code Area","1","1","Urban"
"01222","MA","Zip Code Area","10","10","Rural"
"01223","MA","Zip Code Area","2","2","Suburban"
"01224","MA","Zip Code Area","1","1","Urban"
"01225","MA","Zip Code Area","1","1","Urban"
"01226","MA","Zip Code Area","1","1","Urban"
"01227","MA","Post Office or large volume customer","1","1","Urban"
"01229","MA","Post Office or large volume customer","10","10","Rural"
"01230","MA","Zip Code Area","7","7","Rural"
"01235","MA","Zip Code Area","2","2","Suburban"
"01236","MA","Zip Code Area","7","7","Rural"
"01237","MA","Zip Code Area","1","1","Urban"
"01238","MA","Zip Code Area","7","7","Rural"
"01240","MA","Zip Code Area","7","7","Rural"
"01242","MA","Zip Code Area","7","7","Rural"
"01243","MA","Zip Code Area","2","2","Suburban"
"01244","MA","Post Office or large volume customer","10","10","Rural"
"01245","MA","Zip Code Area","10","10","Rural"
"01247","MA","Zip Code Area","4","4","Suburban"
"01252","MA","Post Office or large volume customer","10","10","Rural"
"01253","MA","Zip Code Area","10","10","Rural"
"01254","MA","Zip Code Area","2","2","Suburban"
"01255","MA","Zip Code Area","10","10","Rural"
"01256","MA","Zip Code Area","2","2","Suburban"
"01257","MA","Zip Code Area","10","10","Rural"
"01258","MA","Zip Code Area","10","10","Rural"
"01259","MA","Zip Code Area","10","10","Rural"
"01260","MA","Post Office or large volume customer","7","7","Rural"
"01262","MA","Zip Code Area","10","10","Rural"
"01263","MA","Post Office or large volume customer","10","10","Rural"
"01264","MA","Zip Code Area","10","10","Rural"
"01266","MA","Zip Code Area","10","10","Rural"
"01267","MA","Zip Code Area","4","4","Suburban"
"01270","MA","Zip Code Area","2","2","Suburban"
"01301","MA","Zip Code Area","4","4","Suburban"
"01302","MA","Post Office or large volume customer","4","4","Suburban"
"01330","MA","Zip Code Area","2","2","Suburban"
"01331","MA","Zip Code Area","4","4","Suburban"
"01337","MA","Zip Code Area","5","5","Rural"
"01338","MA","Zip Code Area","10","10","Rural"
"01339","MA","Zip Code Area","6","6","Rural"
"01340","MA","Zip Code Area","6","6","Rural"
"01341","MA","Zip Code Area","2","2","Suburban"
"01342","MA","Zip Code Area","2","2","Suburban"
"01343","MA","Zip Code Area","2","2","Suburban"
"01344","MA","Zip Code Area","6","6","Rural"
"01346","MA","Zip Code Area","6","6","Rural"
"01347","MA","Post Office or large volume customer","4","4","Suburban"
"01349","MA","Zip Code Area","4","4","Suburban"
"01350","MA","Zip Code Area","6","6","Rural"
"01351","MA","Zip Code Area","4","4","Suburban"
"01354","MA","Zip Code Area","5","5","Rural"
"01355","MA","Zip Code Area","2","2","Suburban"
"01360","MA","Zip Code Area","5","5","Rural"
"01364","MA","Zip Code Area","4","4","Suburban"
"01366","MA","Zip Code Area","3","3","Rural"
"01367","MA","Zip Code Area","6","6","Rural"
"01368","MA","Zip Code Area","1","1","Urban"
"01370","MA","Zip Code Area","10","10","Rural"
"01373","MA","Zip Code Area","2","2","Suburban"
"01375","MA","Zip Code Area","2","2","Suburban"
"01376","MA","Zip Code Area","4","4","Suburban"
"01378","MA","Zip Code Area","6","6","Rural"
"01379","MA","Zip Code Area","6","6","Rural"
"01380","MA","Post Office or large volume customer","6","6","Rural"
"01420","MA","Zip Code Area","1","1","Urban"
"01430","MA","Zip Code Area","2","2","Suburban"
"01431","MA","Zip Code Area","2","2","Suburban"
"01432","MA","Zip Code Area","1","1","Urban"
"01434","MA","Zip Code Area","2","2","Suburban"
"01436","MA","Zip Code Area","1","1","Urban"
"01438","MA","Post Office or large volume customer","1","1","Urban"
"01440","MA","Zip Code Area","1","1","Urban"
"01441","MA","Post Office or large volume customer","1","1","Urban"
"01450","MA","Zip Code Area","1","1","Urban"
"01451","MA","Zip Code Area","2","2","Suburban"
"01452","MA","Zip Code Area","2","2","Suburban"
"01453","MA","Zip Code Area","1","1","Urban"
"01460","MA","Zip Code Area","1","1","Urban"
"01462","MA","Zip Code Area","1","1","Urban"
"01463","MA","Zip Code Area","1","1","Urban"
"01464","MA","Zip Code Area","1","1","Urban"
"01467","MA","Post Office or large volume customer","2","2","Suburban"
"01468","MA","Zip Code Area","1","1","Urban"
"01469","MA","Zip Code Area","1","1","Urban"
"01470","MA","Post Office or large volume customer","1","1","Urban"
"01471","MA","Post Office or large volume customer","1","1","Urban"
"01472","MA","Post Office or large volume customer","1","1","Urban"
"01473","MA","Zip Code Area","1","1","Urban"
"01474","MA","Zip Code Area","1","1","Urban"
"01475","MA","Zip Code Area","1","1","Urban"
"01501","MA","Zip Code Area","1","1","Urban"
"01503","MA","Zip Code Area","1","1","Urban"
"01504","MA","Zip Code Area","1","1","Urban"
"01505","MA","Zip Code Area","1","1","Urban"
"01506","MA","Zip Code Area","2","2","Suburban"
"01507","MA","Zip Code Area","2","2","Suburban"
"01508","MA","Post Office or large volume customer","1","1","Urban"
"01509","MA","Post Office or large volume customer","1","1","Urban"
"01510","MA","Zip Code Area","1","1","Urban"
"01515","MA","Zip Code Area","2","2","Suburban"
"01516","MA","Zip Code Area","1","1","Urban"
"01518","MA","Zip Code Area","1","1","Urban"
"01519","MA","Zip Code Area","1","1","Urban"
"01520","MA","Zip Code Area","1","1","Urban"
"01521","MA","Zip Code Area","2","2","Suburban"
"01522","MA","Zip Code Area","1","1","Urban"
"01523","MA","Zip Code Area","1","1","Urban"
"01524","MA","Zip Code Area","1","1","Urban"
"01525","MA","Post Office or large volume customer","1","1","Urban"
"01526","MA","Post Office or large volume customer","1","1","Urban"
"01527","MA","Zip Code Area","1","1","Urban"
"01529","MA","Zip Code Area","1","1","Urban"
"01531","MA","Zip Code Area","3","3","Rural"
"01532","MA","Zip Code Area","1","1","Urban"
"01534","MA","Zip Code Area","1","1","Urban"
"01535","MA","Zip Code Area","2","2","Suburban"
"01536","MA","Zip Code Area","1","1","Urban"
"01537","MA","Zip Code Area","1","1","Urban"
"01538","MA","Post Office or large volume customer","1","1","Urban"
"01540","MA","Zip Code Area","1","1","Urban"
"01541","MA","Zip Code Area","2","2","Suburban"
"01542","MA","Zip Code Area","1","1","Urban"
"01543","MA","Zip Code Area","1","1","Urban"
"01545","MA","Zip Code Area","1","1","Urban"
"01546","MA","Post Office or large volume customer","1","1","Urban"
"01550","MA","Zip Code Area","1","1","Urban"
"01560","MA","Zip Code Area","1","1","Urban"
"01561","MA","Post Office or large volume customer","1","1","Urban"
"01562","MA","Zip Code Area","1","1","Urban"
"01564","MA","Zip Code Area","1","1","Urban"
"01566","MA","Zip Code Area","1","1","Urban"
"01568","MA","Zip Code Area","1","1","Urban"
"01569","MA","Zip Code Area","1","1","Urban"
"01570","MA","Zip Code Area","1","1","Urban"
"01571","MA","Zip Code Area","1","1","Urban"
"01581","MA","Zip Code Area","1","1","Urban"
"01583","MA","Zip Code Area","1","1","Urban"
"01585","MA","Zip Code Area","2","2","Suburban"
"01586","MA","Post Office or large volume customer","1","1","Urban"
"01588","MA","Zip Code Area","1","1","Urban"
"01590","MA","Zip Code Area","1","1","Urban"
"01601","MA","Post Office or large volume customer","1","1","Urban"
"01602","MA","Zip Code Area","1","1","Urban"
"01603","MA","Zip Code Area","1","1","Urban"
"01604","MA","Zip Code Area","1","1","Urban"
"01605","MA","Zip Code Area","1","1","Urban"
"01606","MA","Zip Code Area","1","1","Urban"
"01607","MA","Zip Code Area","1","1","Urban"
"01608","MA","Zip Code Area","1","1","Urban"
"01609","MA","Zip Code Area","1","1","Urban"
"01610","MA","Zip Code Area","1","1","Urban"
"01611","MA","Zip Code Area","1","1","Urban"
"01612","MA","Zip Code Area","1","1","Urban"
"01613","MA","Post Office or large volume customer","1","1","Urban"
"01614","MA","Post Office or large volume customer","1","1","Urban"
"01615","MA","Post Office or large volume customer","1","1","Urban"
"01653","MA","Post Office or large volume customer","1","1","Urban"
"01655","MA","Post Office or large volume customer","1","1","Urban"
"01701","MA","Zip Code Area","1","1","Urban"
"01702","MA","Zip Code Area","1","1","Urban"
"01703","MA","Post Office or large volume customer","1","1","Urban"
"01704","MA","Post Office or large volume customer","1","1","Urban"
"01705","MA","Post Office or large volume customer","1","1","Urban"
"01718","MA","Zip Code Area","1","1","Urban"
"01719","MA","Zip Code Area","1","1","Urban"
"01720","MA","Zip Code Area","1","1","Urban"
"01721","MA","Zip Code Area","1","1","Urban"
"01730","MA","Zip Code Area","1","1","Urban"
"01731","MA","Zip Code Area","1","1","Urban"
"01740","MA","Zip Code Area","2","2","Suburban"
"01741","MA","Zip Code Area","2","2","Suburban"
"01742","MA","Zip Code Area","1","1","Urban"
